task_description,task_category,task_required_skill,employer_id,employer_skill,match,required_skills_list,employer_skills_list
"this task involves developing a cybersecurity app skills needed networking,firewalls,siem",cybersecurity,"networking,firewalls,siem",77ca4abe-e3b9-cc91-1096-21aa0210c9d8,"ract,kotlin,swift",0,"['networking', 'firewalls', 'siem']","['ract', 'kotlin', 'swift']"
"this task involves developing a devops app skills needed cicd,kubernetes,docker",devops,"cicd,kubernetes,docker",384ada87-777e-e196-4995-714ababb7de6,"networking,trraform,kubernetes",0,"['cicd', 'kubernetes', 'docker']","['networking', 'trraform', 'kubernetes']"
"this tsk involves improving mobile development pp skills needed swift,flutter",mobile development,"swift,fluttr",10d029b4-356c-16d1-10e8-2b9bd0f16b8d,"numpy,encryption,html",0,"['swift', 'fluttr']","['numpy', 'encryption', 'html']"
"this tsk involves designing devops pp skills needed ws,kubernetes",devops,"ws,kubernetes",da7d0ffb-2fec-51e8-16e6-dd9b38e744b4,"numpy,firwalls,scikitlearn,blender",0,"['ws', 'kubernetes']","['numpy', 'firwalls', 'scikitlearn', 'blender']"
"this task involves designing a web development app skills needed react,html,css",web development,"react,html,css",05db919f-031b-a330-a00a-219f5fe04018,"c,ract nativ,trrform,firewalls,python",0,"['react', 'html', 'css']","['c', 'ract nativ', 'trrform', 'firewalls', 'python']"
"this task involves improving a data science app skills needed numpy,scikitlern,sql,pandas",data science,"numpy,scikitlern,sql,pandas",0fc4c19e-ae87-4629-4971-a963dc4c1f0a,"c,ntworking,aws",0,"['numpy', 'scikitlern', 'sql', 'pandas']","['c', 'ntworking', 'aws']"
"this tsk involves improving cybersecurity pp skills needed networking,siem",cybersecurity,"networking,siem",3b767eb3-1d46-2eee-1230-43949f0b6593,"numpy,jvscript,dockr,swift,python",0,"['networking', 'siem']","['numpy', 'jvscript', 'dockr', 'swift', 'python']"
"this task involves designing a data science app skills needed sql,scikitlearn,python,pandas",data science,"sql,scikitlearn,python,pandas",45652102-cccd-6c6e-562d-15ffdb79fb15,"siem,python,encryption,c",0,"['sql', 'scikitlearn', 'python', 'pandas']","['siem', 'python', 'encryption', 'c']"
"this task involves improving a data science app skills needed numpy,python,sql,pandas",dt science,"numpy,python,sql,pandas",eb10b41b-436d-2f72-8a87-568efa733c4b,"penetration testing,html,kubrnts,react",0,"['numpy', 'python', 'sql', 'pandas']","['penetration testing', 'html', 'kubrnts', 'react']"
"this tsk involves developing gme development pp skills needed unity,unrel engine",gme development,"unity,unreal engine",4a740104-fba0-ffbc-eb44-ce1500f77bb4,"swift,encryption,siem,cicd",0,"['unity', 'unreal engine']","['swift', 'encryption', 'siem', 'cicd']"
"this task involves designing a cybersecurity app skills needed penetration testing,networking",cybersecurity,"penetration testing,networking",ea8025df-7bee-58f5-17a5-6d7e66bd25e9,"python,scikitlarn,encryption,flutter,css",0,"['penetration testing', 'networking']","['python', 'scikitlarn', 'encryption', 'flutter', 'css']"
"this tsk involves designing dt science pp skills needed python,scikitlern,pnds,numpy",dt science,"python,scikitlarn,pandas,numpy",fc1c0089-9300-a753-14fb-1bf4a2fe293a,"rect,cicd,nodejs,kotlin,blndr",0,"['python', 'scikitlarn', 'pandas', 'numpy']","['rect', 'cicd', 'nodejs', 'kotlin', 'blndr']"
"this tsk involves designing gme development pp skills needed unrel engine,c,c",game development,"unreal engine,c,c",1deb874d-8a92-68aa-c4a1-deb50b53b29a,"nodejs,numpy,swift,siem,c",0,"['unreal engine', 'c', 'c']","['nodejs', 'numpy', 'swift', 'siem', 'c']"
"this task involves improving a game development app skills needed unity,c",game development,"unity,c",90511c0c-f455-247b-0eff-def9db76fb45,"c,penetration testing,firewalls",0,"['unity', 'c']","['c', 'penetration testing', 'firewalls']"
"this task involves developing a mobile development app skills needed flutter,kotlin,java",mobile development,"fluttr,kotlin,java",b05b9247-b3b7-e592-b971-0c89443fe10a,"nodejs,python,terraform,sql,kotlin",0,"['fluttr', 'kotlin', 'java']","['nodejs', 'python', 'terraform', 'sql', 'kotlin']"
"this task involves improving a web development app skills needed css,html",web development,"css,html",5817ff3a-725e-b11c-7105-72f3324d4a2d,"kubernetes,css,numpy",0,"['css', 'html']","['kubernetes', 'css', 'numpy']"
"this task involves testing a devops app skills needed ws,cicd",devops,"ws,cicd",019b747d-d0cf-cbee-1433-14066615bc79,"pandas,unreal engine,nodejs,python,firewalls",0,"['ws', 'cicd']","['pandas', 'unreal engine', 'nodejs', 'python', 'firewalls']"
"this task involves developing a cybersecurity app skills needed penetrtion testing,networking,encryption,siem",cybersecurity,"penetrtion testing,networking,encryption,siem",a0058491-fe21-7917-1b8e-60152853b55f,"sql,html,penetration testing,nodejs",0,"['penetrtion testing', 'networking', 'encryption', 'siem']","['sql', 'html', 'penetration testing', 'nodejs']"
"this task involves developing a web development app skills needed css,nodejs,javascript,html",web development,"css,nodjs,javascript,html",be7b8359-a53b-5ea5-2e6f-d936cf8b7272,"kubernetes,scikitlearn,firewlls,trraform",0,"['css', 'nodjs', 'javascript', 'html']","['kubernetes', 'scikitlearn', 'firewlls', 'trraform']"
"this task involves developing a web development app skills needed css,javascript",web development,"css,javascript",58567eed-bb3c-aed4-4ee3-eae0841242c0,"firewalls,css,networking",0,"['css', 'javascript']","['firewalls', 'css', 'networking']"
"this tsk involves testing devops pp skills needed ws,cicd,docker",devops,"aws,cicd,docker",3175082b-78eb-aa35-0629-55649d396cba,"scikitlearn,unrl engin,encryption",0,"['aws', 'cicd', 'docker']","['scikitlearn', 'unrl engin', 'encryption']"
"this tsk involves designing dt science pp skills needed python,pnds,sql,scikitlern",dt science,"python,pandas,sql,scikitlearn",4c54560d-0aa4-6db1-438e-ef7b752d2e31,"kubrnts,cicd,react",0,"['python', 'pandas', 'sql', 'scikitlearn']","['kubrnts', 'cicd', 'react']"
"this tsk involves improving cybersecurity pp skills needed encryption,penetration testing,firewlls",cybersecurity,"encryption,penetration testing,firwalls",266ec21f-7f35-6330-55ba-9464fef99c0e,"jvscript,rct,css,react native,c",0,"['encryption', 'penetration testing', 'firwalls']","['jvscript', 'rct', 'css', 'react native', 'c']"
"this tsk involves testing dt science pp skills needed numpy,python,sql,pnds",data science,"numpy,python,sql,pnds",e2ece568-7696-9b0e-783f-ecb47152d04b,"react,javascript,nodejs,jv",0,"['numpy', 'python', 'sql', 'pnds']","['react', 'javascript', 'nodejs', 'jv']"
"this tsk involves testing mobile development pp skills needed swift,rect ntive,kotlin",mobile development,"swift,rect ntive,kotlin",fd3f597c-b032-04b4-23af-3a578bff2619,"cicd,unity,terraform,ract",0,"['swift', 'rect ntive', 'kotlin']","['cicd', 'unity', 'terraform', 'ract']"
"this task involves improving a web development app skills needed html,nodejs",web development,"html,nodjs",7fafc479-2edb-bdeb-4326-7aa95c2b3ebd,"sql,css,pandas",0,"['html', 'nodjs']","['sql', 'css', 'pandas']"
"this task involves testing a game development app skills needed blender,c",game development,"blender,c",edf022a1-b1e6-b3af-27ee-5bdc63aac38d,"pntration tsting,scikitlearn,kubernetes,css",0,"['blender', 'c']","['pntration tsting', 'scikitlearn', 'kubernetes', 'css']"
"this task involves developing a devops app skills needed cicd,aws",devops,"cicd,aws",d0c9aa38-a87a-3cab-fc83-7f3060d61686,"sql,css,firwalls,scikitlearn",0,"['cicd', 'aws']","['sql', 'css', 'firwalls', 'scikitlearn']"
"this task involves developing a devops app skills needed docker,cicd,aws",devops,"docker,cicd,aws",6ee4d588-e29d-192f-5aeb-c8680ce5cc36,"networking,javascript,sql",0,"['docker', 'cicd', 'aws']","['networking', 'javascript', 'sql']"
"this task involves improving a cybersecurity app skills needed siem,networking",cybersecurity,"siem,networking",215d1421-af11-b441-97da-f53a51ce9d99,"c,docker,firwlls",0,"['siem', 'networking']","['c', 'docker', 'firwlls']"
"this tsk involves testing gme development pp skills needed blender,c,unity",game development,"blender,c,unity",e556d870-75ca-7119-39ce-4ce8789624b1,"swift,terraform,unreal engine,html",0,"['blender', 'c', 'unity']","['swift', 'terraform', 'unreal engine', 'html']"
"this task involves designing a cybersecurity app skills needed siem,penetration testing,networking",cybersecurity,"siem,penetration testing,networking",14f7dc96-5fd9-3a81-471f-ecbb24e1f89a,"sql,swift,blender",0,"['siem', 'penetration testing', 'networking']","['sql', 'swift', 'blender']"
"this tsk involves designing mobile development pp skills needed flutter,jv,kotlin,rect ntive",mobile development,"flutter,java,kotlin,react native",996bc0a8-7241-18e4-ae2f-056c6f5e6729,"python,nodejs,html,unity,c",0,"['flutter', 'java', 'kotlin', 'react native']","['python', 'nodejs', 'html', 'unity', 'c']"
"this task involves improving a web development app skills needed jvscript,rect,nodejs",web development,"jvscript,rect,nodejs",eaf47653-2930-1b79-1a00-d94b59b7dc99,"nodjs,jvscript,penetration testing,blender,docker",1,"['jvscript', 'rect', 'nodejs']","['nodjs', 'jvscript', 'penetration testing', 'blender', 'docker']"
"this task involves improving a cybersecurity app skills needed encryption,siem,firewalls",cybersecurity,"encryption,siem,firwalls",cb0b6e89-f7c2-5a8a-39a3-e582282a5ca1,"python,c,react native",0,"['encryption', 'siem', 'firwalls']","['python', 'c', 'react native']"
"this task involves developing a devops app skills needed cicd,aws,docker",devops,"cicd,aws,docker",720f16c4-8862-0952-aa8c-37c94285323f,"ract,kotlin,c",0,"['cicd', 'aws', 'docker']","['ract', 'kotlin', 'c']"
"this tsk involves testing mobile development pp skills needed rect ntive,flutter",mobile development,"ract nativ,fluttr",3be04c69-fed3-168b-f305-bf564581c4c6,"kotlin,swift,java",0,"['ract nativ', 'fluttr']","['kotlin', 'swift', 'java']"
"this task involves testing a devops app skills needed ws,terraform,cicd",devops,"ws,trraform,cicd",07a2517e-3957-9625-8846-e2e0e0741a94,"siem,numpy,swift",0,"['ws', 'trraform', 'cicd']","['siem', 'numpy', 'swift']"
"this task involves developing a web development app skills needed javascript,nodejs",web development,"javascript,nodjs",b57b5336-05e5-a2bc-2518-ba4fe8b08b6a,"docker,ntworking,html,nodjs,react native",0,"['javascript', 'nodjs']","['docker', 'ntworking', 'html', 'nodjs', 'react native']"
"this task involves improving a devops app skills needed kubernetes,ws",devops,"kubernetes,ws",84ca5355-9c13-2d65-cac3-21e95b5b8b58,"kubernetes,css,react,unrel engine",0,"['kubernetes', 'ws']","['kubernetes', 'css', 'react', 'unrel engine']"
"this tsk involves improving dt science pp skills needed scikitlern,numpy",data science,"scikitlrn,numpy",a3496db1-a1b0-77e5-f520-e86c07ca902c,"ract,siem,numpy,jvscript",0,"['scikitlrn', 'numpy']","['ract', 'siem', 'numpy', 'jvscript']"
"this task involves developing a web development app skills needed html,rect,javascript,nodejs",web development,"html,rect,javascript,nodejs",7c1a4280-7d94-69f2-150e-5ee44bc8d37f,"kubrnts,encryption,react",0,"['html', 'rect', 'javascript', 'nodejs']","['kubrnts', 'encryption', 'react']"
"this task involves improving a mobile development app skills needed swift,kotlin,jv",mobile development,"swift,kotlin,jv",d3f9170f-fcce-c42e-ad3e-72a3835479d1,"encryption,flutter,blender,scikitlern,c",0,"['swift', 'kotlin', 'jv']","['encryption', 'flutter', 'blender', 'scikitlern', 'c']"
"this task involves testing a cybersecurity app skills needed encryption,firewlls",cybersecurity,"encryption,firewlls",0e9a3fa3-00e0-fc81-daeb-4eca4fb56d17,"docker,networking,python",0,"['encryption', 'firewlls']","['docker', 'networking', 'python']"
"this tsk involves developing dt science pp skills needed scikitlern,pnds,numpy,python",dt science,"scikitlearn,pandas,numpy,python",3cee196f-fce6-55d7-7c2f-e30b8eeefd51,"sql,javascript,rect",0,"['scikitlearn', 'pandas', 'numpy', 'python']","['sql', 'javascript', 'rect']"
"this task involves developing a mobile development app skills needed kotlin,swift,rect ntive",mobile development,"kotlin,swift,rect ntive",7bd4ac73-c171-306b-54d7-167fd097838e,"swift,jvscript,nodejs",0,"['kotlin', 'swift', 'rect ntive']","['swift', 'jvscript', 'nodejs']"
"this task involves designing a data science app skills needed numpy,scikitlearn",dt science,"numpy,scikitlearn",470914ab-1555-e1c1-d48a-0954996dd980,"c,flutter,blndr,docker",0,"['numpy', 'scikitlearn']","['c', 'flutter', 'blndr', 'docker']"
"this task involves designing a devops app skills needed terraform,aws,kubernetes,cicd",devops,"terraform,aws,kubernetes,cicd",369407c0-8ada-054b-bdf5-9d7311cd55bb,"networking,numpy,c,cicd,aws",1,"['terraform', 'aws', 'kubernetes', 'cicd']","['networking', 'numpy', 'c', 'cicd', 'aws']"
"this task involves testing a devops app skills needed cicd,terrform,aws,kubernetes",devops,"cicd,terrform,aws,kubrnts",72c65994-bd2a-c806-649c-379349c16517,"siem,cicd,c,css",0,"['cicd', 'terrform', 'aws', 'kubrnts']","['siem', 'cicd', 'c', 'css']"
"this tsk involves developing devops pp skills needed terrform,kubernetes",devops,"terraform,kubrnts",8dd287b3-2ad2-4e52-5d9d-d498180769a7,"react,networking,encryption,react native,swift",0,"['terraform', 'kubrnts']","['react', 'networking', 'encryption', 'react native', 'swift']"
"this task involves testing a devops app skills needed docker,terraform,cicd,kubernetes",devops,"docker,terraform,cicd,kubernetes",f08e19d3-53e3-9b51-40dd-2973d08fb08a,"java,dockr,c",0,"['docker', 'terraform', 'cicd', 'kubernetes']","['java', 'dockr', 'c']"
"this task involves testing a mobile development app skills needed kotlin,swift,react native",mobile development,"kotlin,swift,react native",23e5a536-7845-b91d-c794-406d54548781,"c,jvscript,ract,kotlin",0,"['kotlin', 'swift', 'react native']","['c', 'jvscript', 'ract', 'kotlin']"
"this task involves developing a data science app skills needed numpy,scikitlearn",data science,"numpy,scikitlearn",ba939f65-69f8-fb86-4caa-34ea52c7b056,"swift,pandas,html",0,"['numpy', 'scikitlearn']","['swift', 'pandas', 'html']"
"this tsk involves improving devops pp skills needed terrform,cicd,kubernetes,aws",devops,"trrform,cicd,kubernetes,aws",7a5b96dd-290f-2764-9d94-3cd10897a5dc,"javascript,react native,networking,nodejs,numpy",0,"['trrform', 'cicd', 'kubernetes', 'aws']","['javascript', 'react native', 'networking', 'nodejs', 'numpy']"
"this task involves testing a mobile development app skills needed swift,flutter",mobile development,"swift,fluttr",d31c6097-f4da-350e-2a3c-4b66e32f13bb,"sql,encryption,terrform,blender,firwalls",0,"['swift', 'fluttr']","['sql', 'encryption', 'terrform', 'blender', 'firwalls']"
"this task involves testing a game development app skills needed c,unrel engine",game development,"c,unrel engine",831baa9b-78bc-0618-1abe-526329f60d58,"penetration testing,html,unity,css",0,"['c', 'unrel engine']","['penetration testing', 'html', 'unity', 'css']"
"this task involves designing a cybersecurity app skills needed networking,encryption",cybersecurity,"networking,encryption",177aa79e-0d5e-6680-c3d9-da7f4ab00db5,"sql,terraform,cicd,networking",0,"['networking', 'encryption']","['sql', 'terraform', 'cicd', 'networking']"
"this tsk involves improving mobile development pp skills needed rect ntive,jv,flutter,kotlin",mobile development,"rect ntive,java,flutter,kotlin",b75b60a3-0904-d49c-f935-d1707c17f796,"numpy,html,firewalls",0,"['rect ntive', 'java', 'flutter', 'kotlin']","['numpy', 'html', 'firewalls']"
"this tsk involves developing dt science pp skills needed pnds,scikitlern,python,sql",data science,"pnds,scikitlearn,python,sql",4e4bd960-ad89-cc13-9b41-e6056f5deb8a,"penetrtion testing,siem,flutter,numpy,aws",0,"['pnds', 'scikitlearn', 'python', 'sql']","['penetrtion testing', 'siem', 'flutter', 'numpy', 'aws']"
"this tsk involves improving gme development pp skills needed blender,unreal engine,c,unity",game development,"blender,unral engin,c,unity",4f321f0a-5d27-acf5-5318-46a71738e855,"numpy,unrl engin,react",0,"['blender', 'unral engin', 'c', 'unity']","['numpy', 'unrl engin', 'react']"
"this tsk involves developing web development pp skills needed html,css,nodejs",web development,"html,css,nodejs",0eeb2b5f-0b11-4bfc-5f48-92fd48d9e671,"networking,swift,cicd,python",0,"['html', 'css', 'nodejs']","['networking', 'swift', 'cicd', 'python']"
"this tsk involves testing cybersecurity pp skills needed penetrtion testing,networking,encryption,firewlls",cybersecurity,"penetration testing,ntworking,encryption,firewalls",a84d1328-3cbb-68f1-9052-11298ae5708c,"react native,pntration tsting,c,flutter",0,"['penetration testing', 'ntworking', 'encryption', 'firewalls']","['react native', 'pntration tsting', 'c', 'flutter']"
"this task involves developing a mobile development app skills needed swift,rect ntive,jv,flutter",mobile development,"swift,rect ntive,jv,flutter",0edbbf4d-fc16-bea9-3fdd-b2ab2cf84e0e,"unrel engine,css,nodjs",0,"['swift', 'rect ntive', 'jv', 'flutter']","['unrel engine', 'css', 'nodjs']"
"this tsk involves designing cybersecurity pp skills needed penetrtion testing,firewlls,siem,encryption",cybersecurity,"pntrtion tsting,firwlls,siem,encryption",c32bb6d6-1967-7144-9d2c-c04bef9157ca,"html,java,siem,penetration testing",1,"['pntrtion tsting', 'firwlls', 'siem', 'encryption']","['html', 'java', 'siem', 'penetration testing']"
"this task involves testing a mobile development app skills needed jv,swift",mobile development,"jv,swift",74920ae4-a5f9-c935-f6b6-6c822d01645b,"firewalls,kubrnts,c,trraform,c",0,"['jv', 'swift']","['firewalls', 'kubrnts', 'c', 'trraform', 'c']"
"this task involves developing a devops app skills needed docker,kubernetes,aws,cicd",devops,"docker,kubernetes,aws,cicd",dfe43b3b-d2b3-09dc-9abc-71f8b0c64eb9,"ntworking,kubernetes,scikitlearn,trraform,javascript",0,"['docker', 'kubernetes', 'aws', 'cicd']","['ntworking', 'kubernetes', 'scikitlearn', 'trraform', 'javascript']"
"this task involves testing a game development app skills needed unreal engine,unity,blender",game development,"unreal engine,unity,blender",c37a60a9-94ca-3dd3-8784-b12d0fc027c2,"cicd,react native,blender,css",0,"['unreal engine', 'unity', 'blender']","['cicd', 'react native', 'blender', 'css']"
"this task involves improving a web development app skills needed nodejs,html",web development,"nodejs,html",ce5f28e6-6ae7-f930-2a9d-180e63648b5e,"java,blender,nodejs,aws,css",0,"['nodejs', 'html']","['java', 'blender', 'nodejs', 'aws', 'css']"
"this task involves testing a mobile development app skills needed java,flutter,kotlin",mobile development,"java,flutter,kotlin",8c33a67b-af22-482d-9ca3-e2ff0f884793,"terraform,penetration testing,scikitlarn,ws",0,"['java', 'flutter', 'kotlin']","['terraform', 'penetration testing', 'scikitlarn', 'ws']"
"this task involves designing a game development app skills needed unity,c,blender",game development,"unity,c,blndr",46f82198-e9f3-990e-05b0-36973b92ee99,"react,rect ntive,pnds,kubrnts",0,"['unity', 'c', 'blndr']","['react', 'rect ntive', 'pnds', 'kubrnts']"
"this tsk involves improving gme development pp skills needed c,unrel engine",game development,"c,unreal engine",6d863d70-d4c5-a9f5-8e25-664f693e4a41,"swift,html,cicd",0,"['c', 'unreal engine']","['swift', 'html', 'cicd']"
"this task involves improving a data science app skills needed pnds,scikitlearn",data science,"pnds,scikitlarn",a19b6cb2-68da-0d16-96c8-ab20c341258c,"networking,css,python",0,"['pnds', 'scikitlarn']","['networking', 'css', 'python']"
"this task involves testing a devops app skills needed aws,kubernetes",devops,"aws,kubrnts",d24aa731-1ee9-c21c-94fb-37c4cdbf8446,"nodejs,c,trrform,firewalls",0,"['aws', 'kubrnts']","['nodejs', 'c', 'trrform', 'firewalls']"
"this tsk involves testing gme development pp skills needed unity,unreal engine",gme development,"unity,unreal engine",f59067e7-3b4e-1524-7e0c-0c60a28eb188,"pnds,flutter,networking",0,"['unity', 'unreal engine']","['pnds', 'flutter', 'networking']"
"this tsk involves developing web development pp skills needed nodejs,html,css",web development,"nodejs,html,css",957904a0-32dc-a2bd-3359-30bfbf84c200,"java,aws,kubernetes,unity",0,"['nodejs', 'html', 'css']","['java', 'aws', 'kubernetes', 'unity']"
"this task involves improving a devops app skills needed terraform,aws,kubernetes",devops,"trraform,aws,kubernetes",e22baaf9-9a96-3234-ca64-626cf90864eb,"c,siem,jv,pandas,numpy",0,"['trraform', 'aws', 'kubernetes']","['c', 'siem', 'jv', 'pandas', 'numpy']"
"this task involves improving a data science app skills needed sql,pnds,numpy",data science,"sql,pnds,numpy",660a9604-da91-f69c-5a60-54de26ae1e92,"networking,scikitlearn,cicd,unral engin",0,"['sql', 'pnds', 'numpy']","['networking', 'scikitlearn', 'cicd', 'unral engin']"
"this tsk involves developing cybersecurity pp skills needed penetrtion testing,networking,siem",cybersecurity,"penetration testing,networking,siem",0f447154-b5cf-b23a-4346-381d995a02a7,"c,kubernetes,blndr,sql,c",0,"['penetration testing', 'networking', 'siem']","['c', 'kubernetes', 'blndr', 'sql', 'c']"
"this tsk involves testing web development pp skills needed rect,css,jvscript,html",web development,"ract,css,javascript,html",282ce06e-a6a2-1608-5bb8-ead404219c6d,"unrel engine,unity,nodejs,docker",0,"['ract', 'css', 'javascript', 'html']","['unrel engine', 'unity', 'nodejs', 'docker']"
"this task involves improving a cybersecurity app skills needed firewlls,encryption,penetration testing",cybersecurity,"firewlls,encryption,penetration testing",f260178d-e047-e4fe-3bed-5a6e9b13baf5,"c,dockr,java,ract",0,"['firewlls', 'encryption', 'penetration testing']","['c', 'dockr', 'java', 'ract']"
"this tsk involves developing cybersecurity pp skills needed siem,firewalls",cybersecurity,"siem,firewalls",71c045c7-ae31-1de6-a233-ffaf2118c063,"blender,html,kotlin,nodejs",0,"['siem', 'firewalls']","['blender', 'html', 'kotlin', 'nodejs']"
"this task involves developing a cybersecurity app skills needed encryption,penetrtion testing,firewalls",cybersecurity,"encryption,penetrtion testing,firwalls",f73e1175-dc14-6ff6-0f49-d26c9218b305,"python,javascript,pandas,siem",0,"['encryption', 'penetrtion testing', 'firwalls']","['python', 'javascript', 'pandas', 'siem']"
"this task involves testing a mobile development app skills needed java,flutter,react native,swift",mobile development,"java,fluttr,react native,swift",7dc840f5-44a2-10d5-d0eb-75c38ae7c5e2,"unreal engine,kubrnts,ract nativ",0,"['java', 'fluttr', 'react native', 'swift']","['unreal engine', 'kubrnts', 'ract nativ']"
"this task involves testing a cybersecurity app skills needed networking,firewalls,penetration testing,siem",cybersecurity,"networking,firewalls,penetration testing,siem",3a11f114-1060-2cbf-9120-11583c53e26e,"aws,python,penetrtion testing,unreal engine",0,"['networking', 'firewalls', 'penetration testing', 'siem']","['aws', 'python', 'penetrtion testing', 'unreal engine']"
"this task involves testing a devops app skills needed aws,kubernetes,cicd,docker",devops,"aws,kubrnts,cicd,dockr",03afb84f-f5a6-6d28-32e3-b0c745ce0a92,"networking,cicd,siem",0,"['aws', 'kubrnts', 'cicd', 'dockr']","['networking', 'cicd', 'siem']"
"this task involves developing a game development app skills needed c,blender,unity",game development,"c,blender,unity",25dd56b2-dcab-c3a0-ef93-56f361799ae2,"cicd,pnds,scikitlrn",0,"['c', 'blender', 'unity']","['cicd', 'pnds', 'scikitlrn']"
"this task involves designing a devops app skills needed kubernetes,aws",devops,"kubernetes,aws",6290b3fb-9664-9702-92a3-46dffa44bd42,"python,css,networking",0,"['kubernetes', 'aws']","['python', 'css', 'networking']"
"this task involves improving a mobile development app skills needed rect ntive,swift,flutter,kotlin",mobile development,"rect ntive,swift,fluttr,kotlin",0d60b66f-eb09-92a9-c5f1-da40258d2f9a,"kubernetes,aws,ract,dockr,numpy",0,"['rect ntive', 'swift', 'fluttr', 'kotlin']","['kubernetes', 'aws', 'ract', 'dockr', 'numpy']"
"this task involves improving a cybersecurity app skills needed penetration testing,encryption,networking,firewalls",cybersecurity,"pntration tsting,encryption,networking,firewalls",6a5430d6-4d14-9d16-2b77-076d0f965e92,"ws,siem,sql",0,"['pntration tsting', 'encryption', 'networking', 'firewalls']","['ws', 'siem', 'sql']"
"this tsk involves testing mobile development pp skills needed flutter,rect ntive,kotlin",mobile development,"fluttr,react native,kotlin",243b71ac-8a1a-ec46-9af5-5b8012ab7978,"trrform,flutter,html,css",0,"['fluttr', 'react native', 'kotlin']","['trrform', 'flutter', 'html', 'css']"
"this tsk involves developing web development pp skills needed css,nodejs,rect",web development,"css,nodejs,rct",5c3e64cc-b79e-7c48-a29b-661e74356557,"java,pandas,encryption,firewalls",0,"['css', 'nodejs', 'rct']","['java', 'pandas', 'encryption', 'firewalls']"
"this task involves improving a cybersecurity app skills needed penetration testing,encryption,firewlls",cybersecurity,"penetration testing,encryption,firewlls",7447615f-b9ce-d5af-1413-a963c145794b,"siem,unreal engine,sql,pntrtion tsting",0,"['penetration testing', 'encryption', 'firewlls']","['siem', 'unreal engine', 'sql', 'pntrtion tsting']"
"this task involves testing a web development app skills needed react,css",web development,"react,css",83da14cb-c7e0-3d41-9c95-42775704d9ef,"c,sql,python",0,"['react', 'css']","['c', 'sql', 'python']"
"this task involves improving a data science app skills needed numpy,sql,python,scikitlearn",data science,"numpy,sql,python,scikitlearn",ab96a467-1aa0-a6fd-22d2-63fcfb1d5af4,"cicd,siem,flutter,penetrtion testing,scikitlern",0,"['numpy', 'sql', 'python', 'scikitlearn']","['cicd', 'siem', 'flutter', 'penetrtion testing', 'scikitlern']"
"this tsk involves developing gme development pp skills needed c,unity,c,blender",gme development,"c,unity,c,blender",e4da8eb4-1352-624e-9a2b-2de13fa8154c,"docker,rect,siem,networking,kotlin",0,"['c', 'unity', 'c', 'blender']","['docker', 'rect', 'siem', 'networking', 'kotlin']"
"this task involves improving a cybersecurity app skills needed networking,encryption,firewlls",cybersecurity,"networking,encryption,firwlls",67c97685-6d19-c333-69ef-0e7aba23290d,"java,nodejs,aws",0,"['networking', 'encryption', 'firwlls']","['java', 'nodejs', 'aws']"
"this task involves developing a mobile development app skills needed swift,kotlin,flutter,java",mobile development,"swift,kotlin,fluttr,java",47e123ce-2dad-7e6b-56c0-034a56e30709,"pandas,python,scikitlearn",0,"['swift', 'kotlin', 'fluttr', 'java']","['pandas', 'python', 'scikitlearn']"
"this task involves improving a web development app skills needed react,css",web development,"react,css",621a01ec-1424-3079-3f58-e97d9080f5b4,"nodejs,blender,c",0,"['react', 'css']","['nodejs', 'blender', 'c']"
"this task involves testing a data science app skills needed scikitlearn,numpy,python",data science,"scikitlearn,numpy,python",6ffdd062-8aa5-de53-9197-66fb822de2b4,"kubrnts,css,docker,swift",0,"['scikitlearn', 'numpy', 'python']","['kubrnts', 'css', 'docker', 'swift']"
"this task involves testing a web development app skills needed nodejs,html,css",web development,"nodjs,html,css",5992c451-98d6-6f7c-5ae1-f7d119ab9ee6,"kubernetes,unity,unreal engine,javascript,html",0,"['nodjs', 'html', 'css']","['kubernetes', 'unity', 'unreal engine', 'javascript', 'html']"
"this task involves improving a mobile development app skills needed kotlin,react native,swift,jv",mobile development,"kotlin,react native,swift,jv",3692370e-8e68-9d40-0dc4-8562592159a8,"firewlls,sql,docker,jv,c",0,"['kotlin', 'react native', 'swift', 'jv']","['firewlls', 'sql', 'docker', 'jv', 'c']"
"this task involves testing a data science app skills needed scikitlearn,numpy,sql",data science,"scikitlearn,numpy,sql",86fac926-8fb7-794a-ac60-d2be3dd5c6f3,"swift,penetration testing,cicd",0,"['scikitlearn', 'numpy', 'sql']","['swift', 'penetration testing', 'cicd']"
"this task involves improving a data science app skills needed scikitlearn,numpy,python,pnds",dt science,"scikitlarn,numpy,python,pnds",e7dd33f0-3554-1b28-dca5-19120fcefe9d,"python,docker,react native,c",0,"['scikitlarn', 'numpy', 'python', 'pnds']","['python', 'docker', 'react native', 'c']"
"this task involves developing a mobile development app skills needed kotlin,flutter",mobile development,"kotlin,flutter",2586845b-a622-6c6a-096e-075b528c1da7,"siem,sql,java,python,ract nativ",0,"['kotlin', 'flutter']","['siem', 'sql', 'java', 'python', 'ract nativ']"
"this tsk involves designing cybersecurity pp skills needed penetration testing,encryption,siem",cybersecurity,"penetration testing,encryption,siem",868d4714-8ba6-c6e3-9881-462b6a00ac49,"blender,unreal engine,aws",0,"['penetration testing', 'encryption', 'siem']","['blender', 'unreal engine', 'aws']"
